"Background (Counts/30sec, avg)",5.2,
,,
,,
Source 1,,
,,
,,
5,,
,,
,,
,,
,,
,,
,,
,,
,,
Aluminum thickness,.82 mm,
Cardboard thickness,2.6mm,.93 mm (squeezed)
Glass thickness,3.04 mm,
Lead thickness,2.12,
